worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,4,4,8,1,4.3
2,3,6,5,9,4.3
3,4,3,5,7,4.9
4,3,1,7,10,3.0
5,4,6,6,7,3.9
6,7,7,10,3,2.7
7,6,8,7,6,3.1
8,3,3,10,9,4.5
9,2,10,8,1,4.8
10,4,3,8,7,2.4
11,2,2,8,5,3.0
12,8,4,8,7,4.0
13,2,7,8,7,3.6
14,4,1,8,5,1.8
15,5,5,9,9,4.5
16,2,8,9,7,1.0
17,2,10,9,7,4.2
18,2,8,10,5,3.2
19,1,7,6,7,1.7
20,4,5,10,2,2.2
21,3,1,9,1,2.0
22,7,1,7,1,3.0
23,8,10,10,7,2.0
24,5,6,10,4,1.9
25,5,6,10,7,3.6
26,1,5,6,10,2.9
27,3,5,6,9,2.3
28,4,1,10,1,2.3
29,4,4,10,9,3.2
30,7,3,5,10,2.4
31,1,7,7,1,2.1
32,1,7,7,2,3.1
33,4,3,6,8,4.5
34,4,2,8,10,4.2
35,2,6,10,3,4.0
36,8,1,9,7,3.4
37,5,6,8,4,3.8
38,7,10,9,8,2.2
39,8,9,5,7,1.1
40,5,1,6,8,4.6
41,4,8,7,9,2.0
42,1,1,10,5,3.9
43,1,3,6,3,4.3
44,8,9,7,5,3.6
45,8,10,8,5,2.1
46,3,7,10,4,4.2
47,5,9,7,1,2.8
48,2,4,8,3,3.6
49,4,8,9,7,4.3
50,3,4,6,3,4.1
51,4,3,8,10,3.9
52,7,1,8,10,2.7
53,7,3,7,4,4.3
54,6,10,7,5,5.0
55,7,4,6,1,4.8
56,2,3,8,9,4.7
57,4,3,5,8,2.3
58,8,10,7,5,1.1
59,3,5,9,6,2.8
60,3,6,6,4,3.0
61,1,2,6,6,2.9
62,1,9,10,4,4.5
63,5,10,5,9,3.3
64,6,7,10,2,1.4
65,3,9,9,9,1.1
66,3,3,5,10,4.2
67,1,8,8,3,4.4
68,8,6,8,9,2.0
69,3,10,5,4,2.5
70,8,6,10,7,1.2
71,1,8,9,9,2.2
72,2,5,7,2,1.1
73,3,6,5,10,1.7
74,8,2,7,7,3.0
75,6,10,10,6,3.6
76,6,3,10,4,4.7
77,1,10,6,8,3.9
78,8,1,9,7,4.4
79,7,4,6,10,1.4
80,8,4,7,5,3.1
81,6,2,10,1,4.6
82,4,1,6,9,1.1
83,5,7,5,2,3.4
84,5,5,5,5,3.1
85,6,4,7,5,2.1
86,2,5,6,1,1.4
87,2,4,10,8,1.4
88,1,8,5,10,4.6
89,4,4,6,5,4.7
90,8,7,6,4,1.8
91,4,3,6,3,4.6
92,8,7,9,8,1.3
93,3,1,5,1,3.5
94,6,6,10,10,2.6
95,1,7,5,5,3.4
96,2,9,8,3,2.7
97,1,4,6,7,2.9
98,6,6,7,8,1.9
99,7,4,8,1,3.5
100,4,4,5,9,4.7
101,1,4,9,7,4.2
102,5,8,7,8,4.5
103,4,6,7,8,4.9
104,3,10,7,2,4.8
105,2,6,5,8,3.2
106,2,3,7,2,4.2
107,6,10,8,2,4.3
108,3,1,5,6,2.9
109,3,3,6,1,3.1
110,5,10,8,9,3.6
111,5,5,10,7,4.1
112,1,6,5,10,1.0
113,8,8,6,9,3.6
114,8,10,6,6,4.6
115,4,1,9,9,4.0
116,3,2,5,4,3.5
117,6,8,9,8,1.1
118,4,5,5,2,2.8
119,5,3,8,1,3.4
120,4,1,9,10,1.3
121,6,9,10,2,1.9
122,2,6,5,5,2.2
123,3,7,10,6,2.3
124,6,6,10,5,2.9
125,3,1,10,5,3.1
126,1,8,6,2,1.1
127,3,3,8,5,1.3
128,7,3,10,10,3.8
129,4,3,6,2,3.7
130,6,1,10,6,1.8
131,8,2,6,4,1.7
132,5,1,5,8,2.2
133,6,4,10,1,2.9
134,4,9,10,7,4.5
