worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,1,3,9,8,2.6
2,6,6,6,5,3.9
3,3,7,8,5,3.6
4,2,5,7,1,1.4
5,2,9,6,4,2.4
6,5,9,9,4,4.5
7,2,8,8,6,3.6
8,7,7,6,1,3.8
9,5,1,5,2,2.8
10,8,10,6,3,2.6
11,3,7,9,9,2.9
12,6,5,10,6,2.0
13,8,8,10,6,2.4
14,5,6,10,3,2.8
15,7,9,9,10,3.3
16,1,10,7,3,3.3
17,3,7,9,8,4.7
18,8,1,8,7,3.6
19,1,10,5,8,4.4
20,5,10,6,9,2.1
21,3,4,9,8,3.9
22,3,7,9,10,3.3
23,6,8,6,9,4.1
24,3,5,6,1,4.8
25,5,6,5,4,4.9
26,2,1,9,4,2.8
27,3,4,8,10,3.2
28,3,4,6,8,5.0
29,7,1,10,7,3.2
30,5,10,6,1,4.1
31,8,6,7,3,3.0
32,4,9,9,6,3.9
33,5,7,9,10,4.1
34,1,4,7,4,3.5
35,3,1,8,7,4.7
36,3,5,5,5,1.1
37,4,6,6,9,4.4
38,3,6,9,10,2.0
39,6,8,5,2,3.2
40,4,7,5,3,4.1
41,6,5,5,4,2.7
42,6,5,5,5,3.0
43,2,5,7,10,1.6
44,7,9,5,9,4.4
45,7,2,8,7,3.2
46,4,4,10,7,2.1
47,7,7,5,1,4.8
48,1,1,10,1,3.9
49,2,4,7,3,2.9
50,5,7,9,1,5.0
51,3,1,10,8,1.6
52,2,3,7,8,4.1
53,2,8,5,7,1.0
54,4,5,5,8,4.9
55,7,1,10,5,4.6
56,7,3,7,8,2.7
57,3,4,9,2,4.8
58,7,10,5,8,4.9
59,1,1,9,6,1.7
60,1,7,6,6,2.1
61,1,2,9,5,4.5
62,1,3,9,2,3.8
63,8,6,10,1,1.2
64,5,6,6,7,4.1
65,1,1,10,7,1.9
66,5,4,5,6,3.9
67,3,5,8,6,1.4
68,7,1,10,8,5.0
69,1,7,9,1,4.5
70,3,1,7,6,1.2
71,8,3,7,6,4.4
72,7,7,10,4,3.3
73,2,9,10,7,4.8
74,2,4,7,9,3.1
75,4,8,5,1,4.2
76,1,8,5,8,4.8
77,2,5,5,2,2.8
78,1,7,7,2,1.3
79,2,5,9,4,5.0
80,7,9,10,2,3.2
81,3,3,9,3,1.0
82,5,6,6,5,3.0
83,4,7,10,5,2.7
84,6,4,5,1,4.0
85,5,9,9,4,4.8
86,3,8,8,5,1.7
87,4,6,10,4,2.4
88,2,5,10,10,1.7
89,1,10,9,8,3.7
90,5,8,5,1,3.6
91,2,2,8,1,2.1
92,5,1,10,1,3.8
93,1,3,9,2,1.2
94,2,7,10,2,3.3
95,8,2,5,8,4.9
96,1,8,6,3,2.3
97,2,1,7,1,2.8
98,6,6,10,9,2.4
99,4,1,8,9,3.0
100,4,8,6,9,1.2
101,7,10,10,4,1.7
102,7,1,8,2,1.6
103,8,6,5,10,2.1
104,1,4,5,8,1.0
105,8,1,7,2,2.0
106,3,6,8,3,2.9
107,6,2,5,9,3.7
108,4,2,10,9,1.3
109,5,1,5,6,4.1
110,3,8,9,1,3.1
111,7,6,7,7,2.6
112,4,7,9,4,5.0
113,6,5,10,3,2.7
114,6,9,9,8,3.2
115,5,2,9,7,4.9
116,6,1,9,3,4.6
117,1,6,6,4,1.2
118,5,10,6,8,2.8
119,5,10,8,2,4.4
120,7,6,9,9,1.1
121,6,8,10,2,2.5
122,7,10,5,6,1.6
123,7,4,7,9,1.9
124,2,2,5,4,4.0
125,1,4,7,8,5.0
126,4,9,8,3,3.3
127,1,4,8,1,3.9
128,6,1,10,5,1.4
129,5,1,10,7,3.4
130,6,9,5,2,1.7
131,3,8,6,3,4.4
132,8,6,7,4,4.8
133,7,7,10,7,1.0
134,4,3,8,6,3.4
135,8,7,10,10,4.7
136,4,3,10,1,2.2
137,1,9,10,7,2.4
138,2,4,8,9,4.1
139,8,2,7,1,4.9
140,2,9,10,7,3.1
141,6,3,9,5,2.0
142,4,6,7,10,3.3
143,4,8,5,8,2.9
144,4,2,6,8,3.8
145,5,3,5,2,2.9
146,5,3,8,3,2.8
147,1,3,9,1,3.6
148,4,6,10,7,2.1
149,8,1,10,5,2.7
150,1,9,5,10,3.0
151,1,3,8,4,3.3
152,6,1,5,2,3.6
153,1,2,5,7,2.2
154,3,7,8,3,4.2
155,3,4,10,7,4.8
156,2,6,7,6,3.7
157,1,10,7,6,3.3
158,2,6,6,7,3.6
159,2,5,6,8,3.0
160,5,1,10,1,1.1
161,7,1,6,7,1.2
162,1,8,7,4,2.2
163,4,4,10,5,3.3
164,1,5,7,10,1.8
165,3,6,8,6,2.3
166,2,8,6,1,2.2
167,4,5,5,4,4.5
168,8,8,6,6,4.7
169,2,5,7,5,3.4
170,3,1,5,8,1.8
171,3,8,9,6,3.3
172,6,2,6,4,2.5
173,7,9,5,4,3.3
174,2,5,7,6,4.8
175,2,6,7,9,3.8
176,4,4,8,1,4.3
177,8,10,8,1,4.9
178,8,2,6,2,3.0
179,3,4,10,3,1.7
180,8,7,5,7,4.0
181,7,7,9,10,2.8
182,2,4,7,2,4.3
183,7,7,6,9,4.7
184,3,5,6,1,1.1
185,4,8,8,10,2.8
186,1,1,9,4,4.2
187,2,1,7,3,1.8
188,6,2,9,1,2.0
189,8,10,5,8,4.8
190,1,7,6,7,1.1
191,4,5,6,1,1.3
192,8,6,7,10,4.6
193,4,10,9,3,3.5
194,7,8,7,10,2.3
195,3,9,9,1,2.6
196,5,2,6,1,1.4
197,2,6,8,1,2.8
198,8,9,10,5,4.4
199,8,6,6,7,1.0
200,2,7,6,5,4.6
201,2,6,8,6,4.7
202,8,2,5,7,3.2
203,4,5,8,2,4.2
204,8,3,7,6,2.9
205,3,1,9,8,2.7
206,3,7,6,5,4.9
207,2,6,7,6,4.5
208,8,2,6,4,3.5
209,5,5,6,8,2.5
210,1,5,9,10,2.2
211,8,5,6,9,3.0
212,8,2,5,6,2.8
213,3,1,5,10,4.0
214,1,4,9,10,3.8
215,5,8,8,6,2.5
216,7,3,7,3,3.0
217,6,6,9,3,2.2
218,8,9,8,5,2.5
219,3,4,10,6,2.1
220,8,8,5,3,1.2
