worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,2,1,9,3,3.2
2,2,10,9,1,3.0
3,5,8,8,8,3.0
4,2,2,7,3,3.2
5,5,8,9,3,4.0
6,1,3,10,10,2.2
7,6,4,5,2,3.8
8,1,3,5,6,1.2
9,3,3,9,3,1.5
10,2,3,8,2,1.4
11,3,7,5,6,4.6
12,3,9,9,4,3.3
13,6,9,10,8,1.6
14,5,1,6,5,3.1
15,1,3,10,6,2.0
16,4,4,7,6,2.6
17,6,7,7,10,2.0
18,4,8,5,3,3.5
19,5,1,9,1,1.4
20,6,9,6,4,2.0
21,8,3,8,9,1.2
22,2,2,9,5,4.3
23,6,10,8,6,3.7
24,6,3,9,3,3.5
25,3,9,6,10,1.3
26,3,6,5,7,1.5
27,5,3,7,2,3.9
28,5,4,6,3,4.4
29,6,1,5,1,4.9
30,8,5,9,7,4.5
31,3,9,10,2,4.5
32,8,7,6,7,1.7
33,5,5,5,2,2.5
34,4,8,5,5,2.3
35,2,4,7,10,2.7
36,8,1,6,8,3.5
37,4,2,6,7,4.9
38,7,4,8,6,4.2
39,1,5,6,7,2.9
40,1,2,10,9,3.8
41,2,4,10,9,1.9
42,1,2,8,9,3.4
43,2,6,6,7,4.3
44,8,5,7,9,2.1
45,4,1,8,3,3.3
46,7,2,10,8,4.5
47,2,5,8,9,3.0
48,6,10,6,2,2.7
49,6,4,5,7,2.0
50,1,4,9,1,3.2
51,3,7,6,6,1.4
52,2,9,5,1,2.4
53,8,6,10,2,3.6
54,8,3,8,6,4.0
55,7,5,5,6,4.6
56,3,2,6,6,3.6
57,6,10,7,2,4.4
58,3,7,5,2,3.3
59,7,8,6,8,4.1
60,6,2,10,6,2.7
61,1,4,8,5,4.9
62,8,8,9,1,3.6
63,5,9,9,6,4.4
64,7,7,7,8,3.4
65,4,8,9,5,3.4
66,3,4,9,1,4.0
67,8,8,8,7,4.3
68,4,7,6,4,1.8
69,7,6,5,3,3.7
70,5,10,9,2,4.0
71,3,5,10,6,1.3
72,2,3,6,1,3.5
73,6,6,8,10,2.9
74,5,3,6,4,4.0
75,3,4,6,9,2.2
76,5,8,7,4,3.6
77,5,3,9,3,1.3
78,3,5,8,2,2.4
79,4,1,8,1,4.1
80,8,8,9,6,4.7
81,4,3,6,3,1.4
82,4,7,10,1,3.8
83,3,3,7,10,4.6
84,5,2,8,7,5.0
85,3,5,5,8,1.1
86,2,2,7,10,1.6
87,7,7,7,8,3.0
88,5,5,6,1,4.5
89,8,1,6,5,2.7
90,5,3,6,1,4.6
91,6,9,9,7,2.4
92,1,6,8,9,3.5
93,4,9,6,1,1.2
94,5,6,5,4,1.4
95,5,10,9,3,2.4
96,3,4,9,9,2.8
97,6,1,7,8,4.1
98,3,2,10,1,3.1
99,3,1,5,9,1.9
100,3,5,6,9,4.6
101,5,10,7,8,4.6
102,8,3,6,5,4.3
103,5,2,5,5,4.2
104,6,1,7,1,1.9
105,5,7,5,3,2.2
106,4,8,10,2,2.3
107,8,4,9,8,2.6
108,6,4,6,2,3.4
109,7,8,5,8,3.0
110,7,10,5,7,1.5
111,3,9,6,5,4.4
112,1,8,6,5,2.7
113,8,4,6,10,2.9
114,3,2,6,8,4.4
115,8,9,5,7,3.8
116,2,3,10,2,1.4
117,1,8,9,6,3.8
118,2,4,8,9,3.0
119,1,9,6,6,2.9
120,8,1,8,10,2.1
121,8,10,5,3,4.8
122,1,7,10,8,4.8
123,1,4,6,2,1.7
124,6,10,8,3,3.4
125,5,7,8,7,3.9
126,3,4,9,5,2.7
127,4,4,8,7,3.6
128,5,3,6,3,1.2
129,3,1,6,2,4.4
130,6,1,5,2,4.6
131,3,7,9,9,2.6
132,4,1,10,2,4.1
133,2,4,6,5,4.3
134,3,5,8,8,4.7
135,1,2,5,5,4.0
136,2,7,6,3,4.4
137,2,6,9,10,2.7
138,4,6,6,1,1.1
139,4,2,10,10,3.9
140,1,6,10,8,4.9
141,5,6,10,6,3.7
142,8,7,8,1,1.2
143,5,4,9,7,2.8
144,4,10,9,10,4.8
145,7,8,5,7,4.2
146,1,4,7,5,4.7
147,2,6,8,5,3.1
148,2,9,8,8,3.8
149,7,10,9,1,1.5
150,1,1,5,3,3.7
151,2,5,5,6,2.4
152,2,3,7,2,4.0
153,7,8,9,4,3.1
154,2,5,10,2,1.8
155,1,6,10,10,4.3
156,1,3,5,1,1.9
157,1,5,5,3,4.2
158,7,10,10,10,2.8
159,5,9,8,6,3.3
160,5,9,8,10,1.4
161,2,10,9,4,2.0
162,2,2,6,2,2.4
163,5,8,10,3,2.9
164,5,7,7,4,3.8
165,6,9,10,8,4.0
