worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,3,7,5,1,4.8
2,1,2,9,2,1.0
3,6,7,9,1,3.5
4,2,10,7,9,2.2
5,3,10,8,4,3.3
6,8,2,8,8,1.2
7,6,8,9,9,3.4
8,2,3,7,8,1.2
9,4,1,8,1,4.6
10,8,7,5,10,1.1
11,2,10,6,1,3.4
12,3,9,9,9,2.2
13,3,8,9,4,2.8
14,7,2,6,6,2.8
15,8,4,6,4,1.9
16,5,5,10,4,5.0
17,2,4,6,2,4.0
18,8,1,10,8,3.2
19,1,9,7,10,2.8
20,7,4,8,6,1.7
21,1,9,7,9,2.5
22,6,10,6,4,2.2
23,8,7,5,3,1.0
24,3,1,9,1,2.4
25,6,1,7,4,2.5
26,4,2,6,9,3.4
27,6,8,5,1,1.4
28,1,10,7,10,2.2
29,4,2,5,8,2.5
30,2,2,8,3,4.9
31,4,4,7,5,4.7
32,8,6,7,5,4.3
33,3,3,7,3,1.5
34,6,6,7,5,4.2
35,7,2,9,3,4.3
36,5,3,7,9,4.4
37,3,9,8,3,1.6
38,6,1,8,10,4.0
39,4,3,6,7,1.6
40,7,7,5,8,3.3
41,5,8,8,2,4.6
42,7,5,6,10,2.0
43,3,7,9,10,3.4
44,4,8,6,3,1.1
45,3,6,5,7,1.7
46,5,3,9,4,1.3
47,6,8,10,7,2.4
48,7,8,8,6,3.5
49,1,4,8,5,4.3
50,1,8,5,6,2.9
51,2,7,5,5,2.3
52,3,7,7,7,4.7
53,5,3,9,3,2.4
54,8,1,8,10,3.6
55,8,3,5,3,2.3
56,1,3,5,9,2.3
57,6,7,9,1,4.9
58,5,5,5,2,3.3
59,1,5,7,1,2.5
60,5,9,7,1,3.5
61,6,1,8,4,3.0
62,2,2,7,9,3.6
63,8,7,10,1,3.6
64,8,4,8,3,3.6
65,5,8,8,4,4.2
66,7,7,10,2,1.9
67,1,8,8,10,2.1
68,6,7,6,6,4.7
69,6,5,5,2,4.5
70,3,10,8,5,4.6
71,5,2,7,1,1.6
72,2,4,7,1,1.1
73,6,2,7,5,4.3
74,1,3,9,7,3.0
75,5,2,5,2,5.0
76,8,1,5,10,4.9
77,7,8,8,5,1.3
78,1,4,8,5,3.3
79,1,4,8,3,4.3
80,7,9,9,2,5.0
81,3,8,10,10,3.5
82,8,2,7,2,2.5
83,2,3,9,3,1.0
84,2,8,6,7,4.3
85,5,8,8,7,4.8
86,5,1,8,3,3.5
87,1,3,8,8,4.8
88,7,1,7,4,2.4
89,4,10,6,6,4.4
90,4,9,7,5,1.4
91,8,10,10,1,3.8
92,2,1,6,4,4.7
93,2,5,7,9,2.1
94,6,5,10,5,1.8
95,2,4,10,10,1.8
96,5,2,5,9,3.9
97,8,4,5,8,1.6
98,8,5,8,1,2.0
99,7,10,7,9,3.0
100,4,3,8,5,2.1
101,1,5,5,9,3.4
102,4,1,10,10,3.9
103,5,9,7,7,3.9
104,5,10,5,9,1.3
105,5,2,8,10,2.8
106,6,1,8,5,2.1
107,4,2,5,7,5.0
108,3,10,9,5,1.0
109,4,8,5,3,1.7
110,4,9,10,4,3.4
111,2,10,10,8,4.7
112,3,10,6,6,5.0
113,2,4,8,10,3.8
114,1,3,5,7,3.1
115,2,6,9,10,4.9
116,1,5,7,4,1.9
117,1,6,6,9,4.9
118,2,9,9,10,3.1
119,4,2,7,9,3.7
120,5,10,5,8,3.6
121,6,9,9,7,4.6
122,3,7,8,3,4.7
123,8,2,7,3,1.0
124,2,2,9,10,2.8
125,1,2,5,6,2.2
126,2,5,7,9,2.3
127,5,6,7,4,5.0
128,6,9,5,10,1.5
129,7,4,6,8,1.8
130,1,1,9,3,1.7
131,7,7,5,10,3.3
132,5,6,8,9,1.1
133,4,8,10,7,3.3
134,2,2,10,2,2.6
135,6,4,8,10,1.3
136,7,9,8,3,3.7
137,6,9,6,9,2.6
138,3,10,9,7,3.5
139,7,5,10,4,3.3
140,1,1,10,4,1.3
141,6,6,5,6,1.8
142,2,7,5,4,1.9
143,5,2,7,6,3.8
144,5,9,5,3,2.1
145,8,1,7,7,2.5
146,3,8,6,9,3.8
147,8,2,8,10,2.2
148,3,10,7,3,4.8
149,3,7,9,6,1.6
150,4,7,10,4,1.4
151,8,7,9,9,4.7
152,6,3,7,9,1.5
153,1,6,8,6,4.1
154,6,4,10,5,2.6
155,5,3,7,8,3.3
156,3,6,9,10,3.4
157,6,2,5,9,3.8
158,3,6,10,1,1.7
159,3,3,8,6,1.7
160,7,1,10,3,3.3
161,3,4,9,4,4.2
162,3,10,10,5,2.9
163,7,9,10,10,5.0
164,4,6,8,3,3.7
165,3,10,6,1,2.6
166,7,1,7,6,3.2
167,1,9,7,3,1.9
168,3,2,5,3,3.2
169,7,1,10,9,1.5
170,1,3,9,9,3.6
171,3,4,10,9,3.5
172,3,6,6,6,3.9
173,3,5,5,3,3.1
174,5,9,10,8,3.4
175,2,9,8,2,4.4
176,4,7,9,8,4.5
177,4,3,8,4,4.5
178,6,4,5,4,2.3
179,7,7,7,7,3.7
180,3,8,6,9,2.8
181,1,1,7,2,1.1
182,7,2,9,9,2.3
183,4,3,8,4,1.7
184,6,4,5,7,1.7
185,4,2,9,1,1.1
186,4,1,6,5,2.9
187,6,8,8,1,1.4
188,2,10,7,10,3.7
189,3,7,6,2,4.9
190,5,8,9,4,1.9
191,7,3,6,8,2.8
192,1,8,9,8,4.1
193,8,5,9,2,4.2
194,4,7,6,7,1.8
195,8,6,9,5,4.5
196,3,4,10,1,1.0
197,5,2,9,10,3.2
198,7,10,10,10,2.1
199,5,2,10,8,2.0
200,5,3,6,9,2.6
201,8,8,5,5,1.8
202,8,8,8,9,2.9
203,4,1,8,7,4.4
204,8,9,5,6,5.0
205,2,8,6,7,2.5
206,3,1,6,4,1.8
207,5,2,9,1,2.2
208,8,3,7,10,2.3
209,3,1,5,5,3.7
210,8,3,6,5,3.2
211,3,5,9,10,3.0
212,3,3,7,3,2.8
213,2,9,9,1,3.7
214,3,10,7,7,1.7
215,1,2,6,4,4.7
216,3,5,7,1,4.7
217,1,10,8,9,4.1
218,3,4,5,6,3.9
219,8,10,5,9,4.8
220,6,1,8,4,2.7
221,1,7,9,6,4.0
222,2,4,10,7,2.4
223,4,1,6,4,3.3
224,7,7,5,7,1.9
225,2,6,9,10,3.3
226,2,10,9,7,4.0
