worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,8,8,7,1,4.6
2,5,9,7,9,3.1
3,5,3,9,4,3.2
4,7,6,8,10,3.7
5,4,6,9,3,3.2
6,6,10,8,6,4.8
7,1,8,10,10,4.7
8,5,4,9,6,2.1
9,6,4,7,8,2.0
10,2,4,8,9,3.7
11,5,6,6,8,2.1
12,7,7,7,9,3.9
13,4,1,7,8,2.2
14,2,6,9,9,4.5
15,1,9,7,8,3.2
16,5,1,9,9,2.0
17,5,3,9,1,4.0
18,2,5,8,1,4.8
19,1,9,5,3,3.3
20,6,7,5,8,2.4
21,5,7,9,9,2.7
22,3,7,5,1,4.1
23,2,7,9,8,2.8
24,2,8,6,2,1.8
25,2,7,6,9,4.3
26,3,5,10,4,3.1
27,5,6,8,2,2.8
28,5,10,9,6,3.9
29,1,10,7,1,1.4
30,4,5,8,9,2.1
31,3,1,9,5,1.7
32,8,8,9,8,2.0
33,8,6,6,3,4.2
34,6,6,8,2,2.4
35,7,3,8,8,3.9
36,5,9,6,5,3.5
37,1,5,8,4,2.0
38,2,9,7,5,2.9
39,2,6,5,4,2.4
40,6,3,10,5,4.1
41,2,1,5,4,1.9
42,8,1,10,4,4.4
43,8,6,7,4,3.7
44,8,9,8,2,4.7
45,2,4,8,9,1.9
46,8,8,5,9,4.5
47,5,9,6,5,3.3
48,6,9,6,7,2.7
49,7,2,6,5,4.8
50,1,7,6,7,2.5
51,4,5,6,4,1.7
52,1,9,8,7,3.2
53,3,9,8,6,1.9
54,6,4,6,4,5.0
55,6,1,7,9,4.0
56,5,8,5,5,3.5
57,6,9,6,3,1.4
58,5,6,8,4,3.2
59,2,1,9,5,3.7
60,1,5,9,2,4.3
61,7,2,8,1,3.3
62,3,3,5,1,4.1
63,1,2,6,5,2.3
64,1,8,6,2,1.2
65,4,9,6,4,3.5
66,5,3,6,5,2.0
67,3,3,10,9,4.6
68,5,1,5,7,2.9
69,7,1,8,2,1.5
70,1,1,9,7,1.9
71,8,8,5,7,3.5
72,2,4,6,10,2.3
73,4,10,9,4,1.7
74,1,5,6,5,1.7
75,4,7,7,1,3.8
76,5,8,5,8,1.9
77,8,7,9,5,1.7
78,2,8,5,10,2.0
79,1,4,7,3,3.3
80,5,8,9,10,1.6
81,5,10,7,8,2.9
82,2,9,10,1,4.7
83,8,2,7,10,4.7
84,5,9,10,5,1.5
85,6,6,8,10,2.5
86,6,4,10,4,1.4
87,7,9,5,8,3.0
88,7,5,6,9,4.9
89,8,4,5,9,4.7
90,8,5,5,1,2.4
91,6,1,5,2,3.8
92,7,10,7,3,2.8
93,6,10,10,10,1.0
94,3,4,6,2,3.8
95,6,10,8,3,1.4
96,4,4,9,10,1.7
97,3,4,9,3,2.9
98,1,7,10,9,2.8
99,7,7,9,2,1.2
100,8,2,8,7,4.7
101,3,5,6,1,2.9
102,3,1,6,5,4.0
103,2,5,9,6,2.6
104,5,9,5,9,2.5
105,8,3,7,10,1.9
106,7,5,9,10,2.3
107,6,2,8,3,2.3
108,6,9,8,9,3.2
109,6,10,10,7,4.9
110,8,6,10,8,2.6
111,6,3,10,2,4.3
112,6,8,6,6,2.9
113,4,8,9,6,3.3
114,7,4,7,5,4.0
115,6,2,10,8,1.9
116,2,3,6,7,3.0
117,7,10,8,8,3.5
118,1,2,6,9,4.8
119,3,4,8,1,2.5
120,5,7,5,6,4.2
121,4,3,9,10,3.4
122,4,8,8,2,1.2
123,4,4,9,3,4.5
124,6,1,10,8,3.6
125,7,3,5,2,3.2
126,6,4,5,4,1.0
127,7,2,5,10,3.5
128,4,2,7,4,1.4
129,8,2,10,2,3.0
130,1,7,5,1,4.3
131,2,9,10,8,1.5
132,8,9,10,2,3.6
133,1,8,6,3,1.6
134,6,3,8,8,2.2
135,5,1,7,3,2.3
136,5,7,5,7,3.1
137,2,7,8,8,1.5
138,7,5,5,5,1.6
139,3,5,6,7,3.1
140,5,10,5,3,3.1
141,4,4,8,10,2.2
142,4,2,8,1,1.6
143,3,6,5,3,4.8
144,5,7,5,6,1.2
145,2,8,5,5,4.1
146,3,8,9,7,3.1
147,8,1,9,5,3.1
148,3,4,6,4,2.7
149,3,2,6,10,2.7
150,3,8,8,7,1.6
151,4,6,8,4,4.9
152,2,5,9,4,3.1
153,8,4,8,3,1.2
154,8,1,8,10,2.3
155,4,10,10,1,4.1
156,8,8,5,9,1.9
157,1,1,10,5,4.9
158,1,3,9,2,2.4
159,5,10,10,3,1.6
160,4,7,10,7,4.4
161,8,4,6,10,3.3
162,7,10,6,2,3.4
163,8,9,6,5,3.9
164,5,8,9,7,4.8
165,3,7,9,2,3.4
166,3,3,8,6,1.7
167,6,3,8,1,2.5
168,7,10,6,3,3.1
169,2,8,5,4,2.7
170,7,10,9,8,1.5
171,7,10,7,1,4.5
172,1,9,6,8,1.6
173,6,4,8,4,1.7
174,7,7,10,4,3.2
175,7,3,10,9,1.2
176,4,2,8,2,2.4
177,5,1,9,5,2.6
178,6,3,8,9,2.1
179,2,1,7,7,1.4
180,8,2,8,8,4.9
181,7,1,5,3,1.5
182,2,9,7,7,4.9
183,4,1,9,7,3.2
184,1,9,10,5,4.7
185,7,7,10,9,2.4
186,4,9,8,4,1.0
187,5,1,5,8,3.1
188,8,6,9,1,1.8
189,6,9,8,5,3.1
190,5,9,8,4,3.5
191,2,4,9,7,1.7
192,3,9,8,8,1.5
193,7,2,9,8,2.1
194,8,6,10,6,3.9
195,1,9,10,4,4.2
196,2,10,7,9,2.4
197,1,9,6,1,3.3
198,6,5,5,5,1.4
199,7,9,8,4,1.3
200,3,9,8,5,1.2
201,7,1,10,9,4.8
202,5,1,8,4,1.5
203,1,3,7,3,4.4
204,7,3,8,9,3.5
205,5,9,8,7,1.5
206,2,7,7,9,1.5
207,8,6,8,5,2.9
208,5,3,10,7,1.1
209,1,9,9,2,2.0
210,2,9,6,6,4.3
211,2,4,9,9,2.2
212,8,8,8,7,2.5
213,1,2,6,3,3.8
214,3,4,7,7,2.8
215,8,10,9,10,4.8
216,3,9,10,3,2.6
217,6,3,5,9,1.4
218,2,5,6,8,2.7
219,7,2,8,6,4.9
220,1,5,6,3,3.5
221,4,2,7,5,2.3
222,7,4,7,9,2.7
223,2,2,6,9,3.9
224,7,2,7,10,1.6
225,2,8,5,3,4.4
226,1,5,9,4,5.0
227,7,7,5,4,2.8
228,8,8,10,9,4.2
229,3,2,7,3,2.8
230,5,8,9,2,2.6
231,7,4,9,7,3.7
232,8,2,5,3,2.4
233,3,1,9,10,3.5
234,5,9,10,3,3.0
235,7,10,7,4,1.9
236,6,3,6,8,2.4
237,5,1,6,2,2.9
238,1,10,7,4,2.5
239,7,5,10,8,3.2
240,7,8,8,7,2.7
241,5,9,10,8,4.6
242,2,1,9,7,4.5
243,6,1,9,6,4.6
244,5,10,5,10,4.5
