worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,5,2,10,4,3.7
2,1,10,5,5,1.0
3,1,6,7,10,4.3
4,7,9,10,9,3.8
5,2,7,5,9,4.2
6,4,5,9,10,3.5
7,5,1,7,9,3.0
8,4,9,9,7,4.4
9,5,5,8,5,4.4
10,1,8,5,1,2.4
11,6,1,10,5,4.8
12,1,2,9,4,3.2
13,2,8,10,4,4.3
14,2,9,5,2,4.9
15,7,8,7,2,1.1
16,1,4,6,3,1.7
17,3,9,9,7,4.9
18,1,9,6,6,1.3
19,5,6,7,7,2.8
20,4,3,8,3,4.6
21,1,6,7,5,4.6
22,8,2,9,9,3.6
23,2,2,8,5,4.7
24,2,5,6,7,1.5
25,3,6,8,3,1.1
26,3,1,10,9,1.1
27,6,3,9,7,4.7
28,8,10,7,4,3.1
29,7,4,5,5,1.7
30,6,7,7,2,3.9
31,3,3,6,8,4.9
32,1,6,8,1,1.4
33,8,8,7,1,3.0
34,7,5,7,1,2.0
35,1,3,10,6,2.0
36,5,7,5,2,1.4
37,6,6,9,3,2.6
38,7,1,5,4,2.1
39,1,9,10,7,3.4
40,7,4,10,10,4.0
41,5,5,6,2,2.3
42,5,10,6,2,4.4
43,5,7,10,6,2.8
44,7,2,5,2,4.0
45,4,1,6,5,3.0
46,3,3,10,2,4.5
47,6,1,8,7,3.8
48,2,9,8,7,1.2
49,3,9,9,7,1.6
50,5,2,8,4,2.7
51,2,10,5,10,4.8
52,5,9,6,10,3.2
53,3,3,9,3,1.7
54,4,6,6,5,2.8
55,2,1,7,4,1.7
56,3,9,7,1,2.8
57,2,9,10,2,2.2
58,2,3,10,1,4.5
59,1,10,9,6,2.2
60,7,2,10,8,2.8
61,4,9,7,3,4.1
62,1,1,6,10,4.4
63,5,10,8,4,3.4
64,6,1,5,9,2.3
65,6,1,7,1,2.3
66,3,4,6,9,4.9
67,6,7,6,5,2.8
68,6,5,8,10,2.5
69,3,6,5,1,3.2
70,4,1,6,7,4.6
71,4,1,6,2,4.5
72,8,6,5,2,2.6
73,3,7,6,10,2.0
74,1,8,6,5,3.7
75,8,7,5,7,3.8
76,6,1,8,2,1.3
77,8,8,8,8,2.1
78,1,6,9,1,4.9
79,7,2,7,4,1.9
80,1,9,5,3,3.6
81,6,3,5,1,3.4
82,6,8,6,9,3.9
83,6,1,10,7,2.5
84,5,9,9,6,1.1
85,8,3,8,8,1.8
86,7,4,10,1,1.6
87,6,8,6,1,3.0
88,3,9,10,8,3.1
89,6,10,7,5,4.9
90,5,8,9,6,3.3
91,3,3,10,7,1.2
92,3,6,8,9,3.9
93,2,10,5,4,1.2
94,1,9,8,10,1.4
95,6,4,9,1,1.7
96,2,4,8,4,3.8
97,7,4,10,7,3.2
98,2,8,5,1,2.7
99,2,8,10,1,3.8
100,2,3,8,3,2.2
101,7,2,7,3,1.8
102,2,8,6,10,4.1
103,4,2,10,7,4.3
104,6,3,6,7,1.9
105,8,6,6,4,4.0
106,8,8,7,3,3.9
107,5,10,10,7,1.1
108,8,9,9,10,3.8
