worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,6,5,10,4,1.4
2,7,3,6,10,1.5
3,7,6,7,7,3.8
4,3,6,6,1,4.0
5,6,2,5,8,2.9
6,6,6,10,2,4.8
7,3,4,7,4,2.9
8,5,7,10,7,1.8
9,1,3,6,3,4.9
10,5,5,8,6,3.4
11,3,10,8,2,3.8
12,7,6,8,8,3.5
13,3,10,8,7,3.0
14,1,6,10,10,4.3
15,4,7,6,10,3.3
16,5,10,10,2,4.6
17,7,3,8,4,2.3
18,3,1,5,2,2.4
19,6,5,9,4,4.4
20,2,7,5,1,3.8
21,2,10,7,1,1.2
22,4,2,5,4,4.7
23,2,5,7,5,2.0
24,7,10,6,6,1.4
25,4,3,5,4,3.6
26,1,2,6,7,4.5
27,1,1,7,6,4.1
28,5,9,8,10,2.5
29,3,2,6,5,1.8
30,8,7,5,3,1.9
31,6,1,7,2,1.4
32,2,3,10,4,3.3
33,5,4,10,9,4.6
34,6,8,5,3,2.5
35,2,6,8,2,2.6
36,7,4,5,6,1.1
37,8,1,9,4,4.6
38,4,1,8,9,4.2
39,5,10,5,8,4.5
40,3,4,8,2,2.3
41,5,8,10,1,4.3
42,2,3,7,6,3.4
43,7,8,8,7,3.0
44,6,8,10,7,1.3
45,8,5,5,7,3.7
46,3,10,6,2,4.4
47,4,3,7,1,2.3
48,2,7,5,1,2.6
49,5,7,5,6,4.1
50,6,7,9,1,1.8
51,2,5,10,6,1.0
52,6,8,6,8,4.9
53,5,5,6,10,1.8
54,2,10,8,6,3.4
55,7,5,10,6,1.7
56,8,1,8,7,3.8
57,5,6,6,5,3.5
58,4,9,5,9,3.3
59,8,3,6,8,2.5
60,4,5,7,5,1.4
61,2,4,8,2,2.4
62,7,1,9,8,3.6
63,5,9,8,8,3.4
64,7,7,8,8,3.8
65,5,7,10,2,1.1
66,8,4,5,1,2.0
67,7,2,8,8,3.2
68,4,9,9,10,4.1
69,8,6,6,2,1.3
70,1,5,9,4,3.3
71,8,1,7,1,1.9
72,8,3,6,8,2.2
73,3,3,10,8,3.3
74,7,8,7,6,3.0
75,8,1,7,5,3.1
76,4,2,9,8,4.6
77,1,7,5,7,1.4
78,1,6,6,7,2.3
79,5,9,8,8,3.6
80,4,8,9,7,1.5
81,2,8,8,1,4.9
82,8,3,5,10,1.8
83,2,5,5,1,2.5
84,1,9,10,1,1.6
85,4,5,7,6,3.0
86,3,2,9,3,4.6
87,6,6,10,6,2.7
88,3,2,5,7,4.3
89,1,7,5,1,3.1
90,8,3,8,1,1.4
91,7,10,9,2,1.7
92,5,1,9,8,1.3
93,1,7,10,6,2.1
94,2,7,7,6,1.2
95,5,2,6,5,2.2
96,8,5,9,1,1.9
97,6,8,9,2,3.8
98,7,3,5,4,3.0
99,5,9,7,10,2.0
100,1,2,7,8,1.6
101,8,8,6,3,1.5
102,1,6,6,10,4.3
103,1,4,6,1,2.3
104,6,10,8,2,2.4
105,6,4,8,7,4.9
106,3,4,7,6,3.5
107,7,9,10,2,3.8
108,5,3,10,10,1.7
109,5,6,9,8,4.5
110,1,2,10,9,3.6
111,1,8,6,6,4.5
112,3,1,5,5,3.5
113,5,2,7,7,2.0
114,4,2,6,6,2.5
115,4,2,9,1,1.0
116,6,4,9,8,3.0
117,6,6,8,8,3.9
118,7,9,8,4,1.1
119,1,4,7,1,4.0
120,6,8,9,8,4.5
121,5,8,8,8,1.9
122,8,9,8,5,2.1
123,4,9,6,2,2.4
124,3,1,7,4,3.1
125,5,3,6,9,3.5
126,5,10,10,5,4.7
127,5,5,8,2,3.1
