worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,6,8,10,3,5.0
2,5,10,8,8,2.7
3,8,4,6,6,2.0
4,7,3,8,1,2.2
5,5,6,8,6,2.0
6,5,5,5,3,1.9
7,3,6,6,10,3.7
8,3,3,10,7,4.8
9,1,6,9,3,3.0
10,8,9,5,6,3.5
11,7,8,10,3,2.0
12,7,2,10,1,1.2
13,2,1,5,9,2.3
14,1,8,5,6,1.6
15,5,5,5,2,2.1
16,6,6,8,3,1.5
17,5,8,9,4,3.2
18,4,7,10,10,1.7
19,8,4,10,2,2.8
20,2,2,6,8,3.2
21,2,9,9,1,3.4
22,1,4,9,8,3.1
23,2,10,5,9,2.8
24,4,7,7,2,1.5
25,3,9,7,4,3.4
26,4,10,6,10,4.1
27,5,4,5,7,2.2
28,1,6,10,3,3.3
29,1,10,8,6,1.8
30,8,5,10,4,2.1
31,6,1,9,1,4.8
32,7,9,5,4,3.5
33,3,5,6,1,3.2
34,4,3,5,7,4.6
35,2,1,10,3,3.1
36,4,5,7,4,3.0
37,6,8,7,9,1.9
38,7,10,8,1,2.1
39,4,2,7,6,1.6
40,4,1,5,9,1.5
41,4,8,5,1,3.1
42,6,2,5,10,3.0
43,1,5,6,10,1.7
44,8,8,10,3,3.9
45,6,8,8,10,1.4
46,3,10,7,3,3.7
47,3,7,5,8,1.2
48,5,2,10,5,4.5
49,5,8,9,2,4.3
50,2,3,7,7,2.7
51,8,10,6,10,3.3
52,6,9,5,1,2.7
53,5,8,10,6,1.4
54,5,8,6,9,4.3
55,3,4,10,7,1.1
56,1,8,7,4,2.5
57,4,7,5,3,3.5
58,3,8,8,8,4.8
59,6,1,8,3,1.6
60,2,3,6,4,4.4
61,2,7,9,5,3.4
62,5,1,10,5,4.2
63,2,7,10,7,1.7
64,3,9,7,2,3.3
65,8,3,10,4,2.3
66,6,6,7,2,2.3
67,4,8,7,1,4.7
68,3,9,9,7,3.2
69,3,3,9,2,3.6
70,3,9,10,7,2.6
71,4,9,7,8,3.6
72,1,3,7,5,3.2
73,5,7,7,4,4.5
74,4,10,8,7,1.5
75,3,9,7,1,3.1
76,7,2,5,6,2.8
77,2,2,8,5,1.7
78,6,4,6,2,3.8
79,4,9,5,8,4.3
