worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
1,5,4,10,5,4.6
2,8,5,6,1,3.3
3,2,1,10,6,1.8
4,1,10,9,6,1.2
5,5,9,6,2,1.5
6,7,7,6,3,1.0
7,8,10,9,3,4.1
8,7,7,5,9,2.8
9,6,9,6,3,1.7
10,1,6,8,1,4.8
11,3,7,6,2,4.3
12,1,7,10,9,3.9
13,7,5,10,1,2.5
14,2,1,7,5,2.1
15,4,7,9,9,1.7
16,8,1,8,9,3.2
17,3,3,10,3,4.1
18,8,2,10,5,4.0
19,5,8,5,4,2.3
20,2,3,10,1,2.4
21,5,3,7,2,2.8
22,5,3,7,2,4.6
23,2,7,8,6,1.7
24,7,2,9,10,2.1
25,7,3,5,7,2.5
26,3,1,6,1,2.0
27,8,2,5,6,4.0
28,6,3,10,2,4.3
29,6,2,8,5,2.7
30,4,6,5,8,4.5
31,2,8,6,6,1.3
32,1,8,9,10,2.1
33,6,10,7,7,4.2
34,3,5,9,1,4.0
35,6,1,6,3,2.3
36,5,10,5,10,1.0
37,2,10,8,7,1.4
38,8,5,10,8,2.1
39,7,2,8,4,2.9
40,3,10,9,4,3.9
41,8,7,6,2,1.3
42,3,8,10,1,3.5
43,1,5,7,3,1.3
44,8,7,6,10,4.4
45,8,7,7,1,1.0
46,5,9,7,10,2.0
47,8,5,10,5,1.8
48,1,10,5,8,1.1
49,3,9,8,10,3.0
50,3,10,5,5,1.1
51,7,5,9,7,1.2
52,2,6,8,10,2.6
53,6,1,8,1,4.4
54,1,1,7,8,4.7
55,5,9,9,3,4.6
56,1,7,7,10,1.9
57,7,6,5,9,4.8
58,3,4,8,6,2.8
59,7,2,8,7,1.5
60,6,6,6,5,1.6
61,7,3,9,3,3.5
62,6,9,6,10,3.1
63,3,1,7,6,2.2
64,3,9,7,6,4.6
65,5,3,9,7,1.0
66,8,6,9,8,3.7
67,4,4,10,9,3.9
68,2,8,6,9,3.4
69,4,7,10,1,1.6
70,2,9,6,7,4.5
71,6,3,6,7,2.2
72,7,6,6,3,2.2
73,1,2,6,6,1.7
74,8,1,8,8,1.7
75,1,6,9,6,4.7
76,3,6,10,2,4.2
77,1,9,10,6,4.4
78,3,6,8,2,4.4
79,2,6,5,3,1.4
80,8,7,6,1,2.5
81,7,5,7,5,2.0
82,3,8,8,6,3.2
83,6,1,5,1,4.2
84,1,9,6,9,1.0
85,8,1,7,5,1.4
86,8,3,6,1,1.0
87,3,5,6,10,4.4
88,7,9,6,8,1.1
89,6,2,10,1,1.4
90,1,2,5,4,2.7
91,5,10,5,7,2.2
92,2,10,8,3,2.9
93,1,4,10,3,4.6
94,7,7,10,5,3.7
95,3,3,7,10,3.5
96,3,8,8,9,3.4
97,3,9,9,3,1.7
98,4,7,5,3,3.9
99,8,5,9,4,1.2
100,6,7,7,9,1.3
101,5,1,5,6,2.8
102,4,7,6,10,2.8
103,3,9,7,9,3.4
104,1,7,6,10,2.3
105,6,7,5,7,2.1
106,6,7,8,6,1.9
107,5,1,8,4,1.6
108,3,3,7,8,4.4
109,7,9,10,10,4.0
110,4,1,9,10,4.7
111,6,3,6,2,4.0
112,5,7,6,10,3.6
113,8,7,9,5,2.8
114,6,10,7,6,2.4
115,4,1,6,10,1.3
116,6,2,7,3,2.4
117,5,5,8,8,4.4
118,1,7,9,6,4.8
119,4,3,5,8,4.8
120,3,2,10,5,1.8
121,4,1,6,8,4.3
122,8,7,6,1,2.7
123,4,6,8,4,4.0
124,8,10,6,2,3.7
125,6,1,7,2,2.5
126,1,3,6,10,4.6
127,8,8,8,5,4.3
128,5,6,5,4,3.6
129,1,10,5,4,2.0
130,3,3,5,10,2.5
131,5,7,9,4,4.2
132,7,6,9,10,4.5
133,1,5,7,6,2.4
134,3,5,9,7,1.8
135,7,1,10,6,3.2
136,4,3,10,6,4.2
137,1,5,9,7,4.0
138,6,6,6,1,3.3
139,1,3,5,4,3.0
140,6,10,5,3,3.1
141,3,9,8,5,2.8
142,8,10,6,6,1.1
143,7,2,5,3,2.5
144,7,8,6,4,2.8
145,1,10,5,8,4.6
146,8,6,6,8,4.3
147,7,8,7,2,4.0
148,7,9,6,1,2.6
149,1,7,6,6,4.9
150,5,9,6,3,4.7
151,6,9,7,6,4.7
152,3,9,9,1,1.1
153,5,6,10,3,3.0
154,1,8,6,5,1.1
155,8,1,5,10,3.6
156,1,1,5,6,4.3
157,7,4,6,9,1.4
158,7,7,7,7,1.9
159,3,6,5,7,1.8
160,5,4,5,8,4.2
161,1,1,6,7,2.6
162,2,3,7,9,4.3
163,6,2,9,3,3.2
164,4,6,5,8,3.2
165,3,10,10,9,1.5
166,8,2,10,7,4.9
167,2,9,5,7,1.1
168,4,10,8,7,1.3
169,2,10,7,2,2.4
170,6,8,9,8,4.3
171,6,4,7,3,5.0
172,5,2,8,7,3.3
173,7,8,7,8,3.5
174,2,1,8,3,2.2
175,4,7,7,6,2.9
176,3,3,5,4,2.8
177,3,5,9,3,2.0
178,3,6,10,6,4.6
179,1,8,9,7,2.5
180,7,2,7,5,3.8
181,1,3,7,4,1.0
182,2,1,5,4,4.1
183,6,7,10,10,3.7
184,5,5,5,9,3.6
185,4,2,10,10,2.6
186,7,9,9,7,1.1
187,3,10,8,7,3.1
188,1,7,5,1,4.5
189,5,2,9,8,4.3
190,7,4,9,1,1.1
191,2,1,7,4,3.9
192,8,5,10,1,4.0
193,6,8,7,1,1.5
194,8,5,7,6,3.9
195,7,9,8,7,3.3
196,4,7,6,8,2.7
197,7,6,9,8,2.8
198,7,9,5,2,2.6
199,3,8,7,7,2.9
200,5,6,10,9,4.2
201,2,10,7,10,2.1
202,3,7,8,1,3.6
203,6,9,7,3,1.2
204,8,7,8,6,2.4
205,3,2,9,5,1.7
206,7,9,5,3,1.5
207,4,1,8,2,3.1
208,1,5,7,3,4.0
209,8,10,9,3,2.7
210,8,10,9,7,2.7
211,7,7,10,9,4.1
212,3,3,10,1,4.5
213,6,7,10,10,1.6
214,5,7,7,8,3.5
215,1,3,10,3,1.0
216,8,7,9,8,4.4
217,8,7,6,2,2.6
218,7,10,7,3,4.1
219,8,10,7,1,1.9
220,5,3,7,4,4.5
221,4,9,9,2,1.9
222,4,2,5,7,1.3
223,4,9,8,6,3.6
224,2,2,5,7,1.9
225,6,10,8,1,3.2
226,4,8,10,4,4.1
227,1,8,10,7,4.0
228,2,2,5,5,1.2
229,2,5,8,8,2.8
230,4,9,7,3,2.9
231,5,2,10,8,3.6
232,5,9,7,10,2.5
233,1,5,7,2,3.7
234,4,5,8,4,1.4
235,8,6,5,3,2.5
236,7,8,9,9,2.1
237,4,1,8,1,4.3
238,3,6,9,7,2.4
239,1,8,9,3,4.2
240,8,8,7,3,1.9
241,8,7,7,10,1.4
242,2,6,5,7,2.9
243,3,5,8,5,1.4
244,3,7,7,3,1.3
245,3,10,7,5,3.7
246,7,7,10,9,2.8
247,2,5,9,1,1.4
248,2,4,5,6,3.9
249,1,6,5,1,4.8
250,5,3,6,3,4.8
251,7,8,6,1,3.8
252,7,8,5,10,1.7
253,1,5,9,7,3.5
254,6,8,5,5,1.1
255,7,9,9,7,1.6
256,2,10,10,10,4.8
257,5,9,9,6,4.2
258,6,1,7,2,2.2
259,7,1,6,5,3.8
260,1,1,8,8,2.8
261,4,10,8,2,2.1
262,1,6,6,2,4.3
263,3,7,5,10,1.9
264,7,2,5,1,4.8
265,1,1,10,5,3.4
266,2,10,7,8,1.1
267,5,3,5,6,3.8
268,6,10,8,6,4.7
269,1,7,5,4,1.9
270,3,8,7,6,5.0
271,4,6,8,6,1.2
272,6,6,5,8,4.3
273,4,10,6,1,2.7
274,5,8,7,5,3.1
275,2,1,6,1,4.4
276,6,4,6,5,4.3
277,6,5,5,5,4.7
278,4,1,9,3,2.3
279,5,10,6,1,1.3
280,7,1,8,9,3.5
281,8,6,7,9,1.7
282,4,10,8,8,4.0
283,2,5,10,4,1.2
284,6,6,10,2,4.6
285,8,6,9,8,4.8
286,8,10,10,4,3.2
287,7,10,9,1,3.8
288,7,8,10,10,2.8
289,5,8,5,10,2.3
290,3,6,8,1,3.0
291,1,7,9,5,2.7
292,1,4,9,3,3.6
293,2,8,7,1,4.2
294,5,2,10,1,1.3
295,8,2,6,10,1.1
296,1,4,6,3,3.7
297,2,8,6,9,1.3
298,1,6,9,10,3.9
299,6,3,5,6,1.5
300,6,10,8,10,4.0
301,8,10,5,1,2.6
302,6,3,5,8,3.1
303,2,10,7,7,1.0
304,2,2,7,5,4.7
